order_product_id,order_id,product_id,quantity,total,currency,last_modified,_change_request_type
10813,108,13,3,2999.97,USD,2025-10-02 16:33:49,u
1085,108,5,2,1199.98,USD,2024-12-12 06:31:46,u
10710,107,10,2,1599.98,USD,2025-04-26 21:41:31,u
1072,107,2,2,1599.98,USD,2025-03-28 10:51:02,u
1076,107,6,1,899.99,USD,2025-03-14 22:38:50,u
10610,106,10,3,2399.97,USD,2025-06-21 05:24:43,u
1061,106,1,4,2799.96,USD,2025-05-14 04:56:22,u
10614,106,14,2,3599.98,USD,2025-05-11 16:59:13,u
10511,105,11,1,999.99,USD,2025-07-05 06:43:44,u
1053,105,3,1,799.99,USD,2024-12-16 17:43:27,u
1059,105,9,4,7199.96,USD,2025-08-17 19:39:20,u
10513,105,13,1,999.99,USD,2025-04-05 16:27:47,u
1058,105,8,2,1999.98,USD,2025-05-27 06:34:16,u
1042,104,2,2,1599.98,USD,2025-09-15 05:04:21,u
1046,104,6,1,899.99,USD,2025-02-14 08:44:17,u
1041,104,1,2,1399.98,USD,2025-03-02 07:06:23,u
1049,104,9,2,3599.98,USD,2025-11-04 19:43:32,u
10412,104,12,2,2599.98,USD,2025-10-16 17:17:36,u
1039,103,9,2,3599.98,USD,2025-09-27 00:35:39,u
10310,103,10,1,799.99,USD,2025-08-07 18:34:39,u
10313,103,13,3,2999.97,USD,2025-08-05 20:38:40,u
1028,102,8,2,1999.98,USD,2024-11-23 06:25:46,u
1022,102,2,2,1599.98,USD,2025-01-23 14:29:42,u
1024,102,4,4,3999.96,USD,2025-01-16 12:06:01,u
1014,101,4,1,999.99,USD,2025-07-23 21:47:28,u
10112,101,12,2,2599.98,USD,2025-06-06 05:37:56,u
1017,101,7,3,2099.97,USD,2025-09-23 15:13:48,u
10014,100,14,3,5399.97,USD,2025-02-12 22:45:36,u
10012,100,12,3,3899.97,USD,2025-05-31 05:24:53,u
108,10,8,1,999.99,USD,2025-10-24 21:30:06,u
1012,10,12,3,3899.97,USD,2025-04-21 01:04:43,u
1013,10,13,2,1999.98,USD,2025-03-01 16:37:01,u
105,10,5,1,599.99,USD,2025-01-01 02:58:55,u
110,1,10,1,799.99,USD,2025-03-12 07:42:20,u
14,1,4,1,999.99,USD,2024-12-31 19:48:24,u
